long,lat,count
-73.9539,40.7728,126
-73.954,40.7657,126
-73.9544,40.7741,126
-73.9546,40.7790,126
-73.9548,40.7783,126
-73.9553,40.7827,126
-73.9556,40.7761,126
-73.9559,40.7817,126
-73.9560,40.7721,126
-73.9561,40.7839,126
-73.9561,40.7873,126
-73.9566,40.7806,126
-73.9567,40.7664,126
-73.9569,40.7750,126
-73.9569,40.7803,126
-73.9571,40.7700,126
-73.9579,40.7176,126
-73.9580,40.7175,126
-73.9580,40.7790,126
-73.9581,40.7819,126
-73.9587,40.7749,126
-73.9598,40.7706,126
-73.9599,40.7621,126
-73.9599,40.7794,126
-73.9602,40.7704,126
-73.9602,40.7737,126
-73.9608,40.7782,126
-73.9611,40.7759,126
-73.9614,40.7687,126
-73.9615,40.7643,126
-73.9616,40.7601,126
-73.9616,40.7718,126
-73.9618,40.7645,126
-73.9619,40.7737,126
-73.9625,40.7706,126
-73.9634,40.7576,126
-73.9635,40.7768,126
-73.9636,40.7615,126
-73.9638,40.7568,126
-73.9643,40.8023,126
-73.9646,40.7602,126
-73.9646,40.7641,126
-73.9647,40.7558,126
-73.9651,40.7592,126
-73.9655,40.7546,126
-73.9658,40.7655,126
-73.9658,40.7661,126
-73.9666,40.7575,126
-73.9669,40.7566,126
-73.9676,40.7847,126
-73.9679,40.7563,126
-73.9698,40.7846,126
-73.9699,40.7945,126
-73.9701,40.7566,126
-73.9702,40.7940,126
-73.9705,40.7562,126
-73.9707,40.7520,126
-73.9709,40.7558,126
-73.9711,40.7616,126
-73.9713,40.7549,126
-73.9714,40.7509,126
-73.9714,40.7620,126
-73.9715,40.7604,126
-73.9715,40.7821,126
-73.9717,40.7660,126
-73.9718,40.7497,126
-73.9718,40.7919,126
-73.9720,40.7572,126
-73.9721,40.7624,126
-73.972,40.7565,126
-73.972,40.7646,126
-73.9725,40.756,126
-73.9725,40.7566,126
-73.9726,40.7858,126
-73.9728,40.7563,126
-73.9729,40.7562,126
-73.9730,40.7554,126
-73.9732,40.7583,126
-73.9733,40.7608,126
-73.9733,40.7627,126
-73.973,40.7553,126
-73.973,40.7646,126
-73.9734,40.7579,126
-73.9735,40.7574,126
-73.9735,40.7580,126
-73.9741,40.7565,126
-73.9742,40.7505,126
-73.9743,40.7832,126
-73.9744,40.7511,126
-73.9744,40.7885,126
-73.9745,40.756,126
-73.9745,40.7623,126
-73.9747,40.7511,126
-73.9751,40.7772,126
-73.9753,40.7518,126
-73.975,40.7559,126
-73.9754,40.7871,126
-73.9755,40.7511,126
-73.9760,40.7605,126
-73.9761,40.7446,126
-73.9761,40.7518,126
-73.9762,40.7444,126
-73.9762,40.7598,126
-73.9763,40.7592,126
-73.976,40.7658,126
-73.9764,40.7593,126
-73.9764,40.7640,126
-73.9766,40.7884,126
-73.9767,40.7658,126
-73.9768,40.7648,126
-73.9768,40.7659,126
-73.9768,40.7859,126
-73.9770,40.7470,126
-73.9770,40.7798,126
-73.9773,40.7743,126
-73.9775,40.7791,126
-73.9777,40.7256,126
-73.9777,40.7456,126
-73.9779,40.7575,126
-73.9782,40.7633,126
-73.978,40.7449,126
-73.9786,40.7451,126
-73.9786,40.7511,126
-73.9787,40.7773,126
-73.9788,40.7722,126
-73.9788,40.7874,126
-73.9789,40.7507,126
-73.9789,40.7874,126
-73.9790,40.7626,126
-73.9791,40.7361,126
-73.9791,40.7870,126
-73.9792,40.7559,126
-73.979,40.7519,126
-73.979,40.7613,126
-73.9794,40.7622,126
-73.9795,40.7332,126
-73.9795,40.7497,126
-73.9795,40.7661,126
-73.9798,40.7227,126
-73.9798,40.7611,126
-73.9799,40.7350,126
-73.9799,40.7808,126
-73.9800,40.7757,126
-73.9802,40.7607,126
-73.9803,40.7486,126
-73.9803,40.7511,126
-73.9804,40.7600,126
-73.9805,40.7511,126
-73.9805,40.7656,126
-73.9805,40.7833,126
-73.9806,40.7299,126
-73.9807,40.7808,126
-73.9808,40.7644,126
-73.9809,40.7641,126
-73.9809,40.7643,126
-73.9810,40.7474,126
-73.9812,40.7415,126
-73.9812,40.7635,126
-73.9812,40.7679,126
-73.9813,40.7592,126
-73.9813,40.7595,126
-73.9813,40.7635,126
-73.9816,40.7632,126
-73.9817,40.7326,126
-73.9817,40.7522,126
-73.9817,40.7631,126
-73.9817,40.773,126
-73.9818,40.7365,126
-73.9818,40.7729,126
-73.9818,40.7786,126
-73.9819,40.7630,126
-73.9820,40.7779,126
-73.9821,40.7741,126
-73.9822,40.7701,126
-73.9822,40.773,126
-73.9822,40.7770,126
-73.9822,40.7772,126
-73.9823,40.7624,126
-73.9824,40.7357,126
-73.9827,40.7565,126
-73.9829,40.7560,126
-73.9830,40.7668,126
-73.9831,40.7558,126
-73.9831,40.7602,126
-73.9832,40.7605,126
-73.9836,40.7389,126
-73.9839,40.7392,126
-73.9839,40.7605,126
-73.9840,40.7436,126
-73.9840,40.7493,126
-73.9841,40.7462,126
-73.9841,40.7597,126
-73.9842,40.754,126
-73.9843,40.7488,126
-73.984,40.7685,126
-73.9844,40.7799,126
-73.9846,40.7321,126
-73.9847,40.7273,126
-73.9847,40.7608,126
-73.9848,40.7425,126
-73.9849,40.7535,126
-73.9850,40.7577,126
-73.9851,40.7537,126
-73.985,40.7577,126
-73.9855,40.7580,126
-73.9855,40.7596,126
-73.9856,40.7443,126
-73.9856,40.7472,126
-73.9857,40.7524,126
-73.9861,40.7264,126
-73.9861,40.7305,126
-73.9862,40.7607,126
-73.9864,40.7618,126
-73.9871,40.7447,126
-73.9871,40.7561,126
-73.9871,40.7661,126
-73.987,40.7333,126
-73.9874,40.7445,126
-73.9877,40.7601,126
-73.9877,40.7762,126
-73.9881,40.759,126
-73.9882,40.7697,126
-73.9883,40.7695,126
-73.988,40.7314,126
-73.9885,40.7588,126
-73.9885,40.7642,126
-73.9886,40.7640,126
-73.9888,40.7451,126
-73.9889,40.7424,126
-73.9889,40.7528,126
-73.9889,40.7532,126
-73.9891,40.758,126
-73.9892,40.7366,126
-73.989,40.7397,126
-73.989,40.7414,126
-73.9896,40.7564,126
-73.9896,40.7566,126
-73.9897,40.7469,126
-73.9897,40.7589,126
-73.9899,40.7330,126
-73.9899,40.7384,126
-73.9900,40.7377,126
-73.9901,40.7250,126
-73.9901,40.7406,126
-73.9906,40.7368,126
-73.9907,40.7609,126
-73.9908,40.7242,126
-73.9913,40.7325,126
-73.991,40.7440,126
-73.9915,40.7424,126
-73.9917,40.7269,126
-73.9918,40.7223,126
-73.9919,40.7540,126
-73.9921,40.7496,126
-73.9922,40.7425,126
-73.9923,40.7355,126
-73.9930,40.7308,126
-73.9930,40.7586,126
-73.9934,40.7216,126
-73.9934,40.7243,126
-73.9938,40.7206,126
-73.9940,40.7362,126
-73.9943,40.7197,126
-73.9944,40.7456,126
-73.9946,40.7205,126
-73.9948,40.7214,126
-73.9953,40.7250,126
-73.9955,40.7491,126
-73.9961,40.7587,126
-73.9962,40.7482,126
-73.9965,40.7373,126
-73.9966,40.7476,126
-73.9966,40.7560,126
-73.9967,40.7445,126
-73.9967,40.7528,126
-73.9974,40.7142,126
-73.9975,40.7259,126
-73.9975,40.7364,126
-73.9975,40.7365,126
-73.9975,40.7638,126
-73.9976,40.7464,126
-73.9980,40.7356,126
-73.9981,40.7261,126
-73.9982,40.7248,126
-73.9984,40.7230,126
-73.9990,40.7348,126
-73.9996,40.7235,126
-73.9999,40.7192,126
-74.0000,40.7267,126
-74.000,40.7586,126
-74.0005,40.7287,126
-74.0007,40.7575,126
-74.0009,40.7258,126
-74.0010,40.7290,126
-74.0012,40.7415,126
-74.002,40.7341,126
-74.0027,40.7184,126
-74.0028,40.733,126
-74.0032,40.7317,126
-74.0033,40.7241,126
-74.0035,40.7238,126
-74.0037,40.7402,126
-74.0038,40.7254,126
-74.0038,40.7375,126
-74.0043,40.7311,126
-74.004,40.7407,126
-74.0044,40.7216,126
-74.0046,40.7305,126
-74.0047,40.7345,126
-74.0050,40.7517,126
-74.0051,40.7189,126
-74.0053,40.7229,126
-74.0056,40.7376,126
-74.0068,40.7189,126
-74.0070,40.7302,126
-74.0070,40.7408,126
-74.0075,40.7176,126
-74.0076,40.7322,126
-74.0083,40.7354,126
-74.0114,40.7027,126
-74.0137,40.7153,126
-74.0138,40.7143,126
-74.0142,40.7138,126
-74.0163,40.7100,126
-74.0168,40.7062,126
-73.7770,40.6446,125
-73.8620,40.7686,125
-73.9445,40.7795,125
-73.9462,40.7813,125
-73.9465,40.7806,125
-73.9468,40.7803,125
-73.9491,40.7772,125
-73.9498,40.7845,125
-73.9501,40.7757,125
-73.9504,40.7837,125
-73.9509,40.7777,125
-73.9519,40.7777,125
-73.9520,40.7812,125
-73.9520,40.7838,125
-73.9522,40.7690,125
-73.9522,40.7810,125
-73.953,40.7787,125
-73.9534,40.7727,125
-73.9536,40.7727,125
-73.9540,40.766,125
-73.9546,40.7638,125
-73.9546,40.769,125
-73.9548,40.765,125
-73.9551,40.7647,125
-73.9551,40.7828,125
-73.9560,40.7818,125
-73.9565,40.7799,125
-73.9568,40.7836,125
-73.9574,40.7825,125
-73.9575,40.7744,125
-73.9577,40.7796,125
-73.9581,40.7603,125
-73.9588,40.7833,125
-73.9596,40.7629,125
-73.9596,40.7676,125
-73.9596,40.7744,125
-73.9597,40.7670,125
-73.960,40.7756,125
-73.9604,40.7785,125
-73.9607,40.8071,125
-73.9610,40.7749,125
-73.9623,40.7639,125
-73.9624,40.7589,125
-73.9624,40.7758,125
-73.9630,40.8039,125
-73.9636,40.7684,125
-73.9647,40.7728,125
-73.9649,40.7753,125
-73.9653,40.7660,125
-73.9654,40.7907,125
-73.9656,40.7545,125
-73.9668,40.7724,125
-73.9669,40.7641,125
-73.9669,40.7886,125
-73.9670,40.7575,125
-73.9670,40.763,125
-73.9689,40.7612,125
-73.9693,40.7664,125
-73.969,40.7638,125
-73.9695,40.7578,125
-73.9699,40.7624,125
-73.9701,40.7621,125
-73.9703,40.7562,125
-73.970,40.7619,125
-73.9707,40.7585,125
-73.9708,40.7613,125
-73.9709,40.7932,125
-73.9712,40.7510,125
-73.971,40.7634,125
-73.971,40.7820,125
-73.9714,40.7664,125
-73.9715,40.7621,125
-73.9717,40.7635,125
-73.9721,40.7595,125
-73.9723,40.7498,125
-73.9723,40.7499,125
-73.9724,40.7590,125
-73.9726,40.7594,125
-73.9726,40.7640,125
-73.9726,40.7650,125
-73.9730,40.7555,125
-73.9731,40.7611,125
-73.9732,40.7485,125
-73.9732,40.7577,125
-73.9732,40.7625,125
-73.9732,40.7850,125
-73.9733,40.7551,125
-73.973,40.7438,125
-73.973,40.7578,125
-73.9734,40.7577,125
-73.9735,40.7436,125
-73.9735,40.7630,125
-73.9735,40.764,125
-73.9736,40.7519,125
-73.9743,40.7506,125
-73.9745,40.7510,125
-73.9745,40.7558,125
-73.9745,40.7934,125
-73.9748,40.7534,125
-73.9750,40.7617,125
-73.9753,40.7561,125
-73.9753,40.7580,125
-73.9754,40.7607,125
-73.9756,40.7494,125
-73.9759,40.7764,125
-73.9760,40.7598,125
-73.9761,40.7600,125
-73.9765,40.7439,125
-73.9773,40.7516,125
-73.9776,40.7515,125
-73.9776,40.7872,125
-73.9777,40.7539,125
-73.9778,40.7459,125
-73.9778,40.7770,125
-73.9779,40.752,125
-73.9779,40.7786,125
-73.9782,40.745,125
-73.9782,40.7527,125
-73.978,40.7507,125
-73.9784,40.7632,125
-73.9786,40.7528,125
-73.9787,40.7725,125
-73.9787,40.7826,125
-73.9788,40.7543,125
-73.9790,40.7719,125
-73.9790,40.7721,125
-73.9790,40.7733,125
-73.9793,40.7468,125
-73.9793,40.7622,125
-73.979,40.7611,125
-73.979,40.7614,125
-73.9794,40.7868,125
-73.9795,40.7553,125
-73.9795,40.7612,125
-73.9795,40.7620,125
-73.9797,40.7615,125
-73.9798,40.7491,125
-73.9798,40.7492,125
-73.9799,40.7805,125
-73.9800,40.7549,125
-73.9801,40.7856,125
-73.9802,40.7483,125
-73.9803,40.7263,125
-73.9803,40.7654,125
-73.9805,40.7382,125
-73.9805,40.7599,125
-73.9805,40.7648,125
-73.9808,40.7534,125
-73.9808,40.7708,125
-73.9809,40.7478,125
-73.9810,40.7590,125
-73.9811,40.7375,125
-73.9813,40.7593,125
-73.9813,40.7638,125
-73.9814,40.7588,125
-73.9816,40.7585,125
-73.9817,40.7630,125
-73.9817,40.7785,125
-73.9817,40.7835,125
-73.9818,40.7631,125
-73.9818,40.7687,125
-73.9819,40.7682,125
-73.9819,40.770,125
-73.9820,40.7463,125
-73.9820,40.773,125
-73.9821,40.7516,125
-73.9821,40.7708,125
-73.9822,40.7775,125
-73.9823,40.7359,125
-73.9823,40.7740,125
-73.9825,40.7410,125
-73.9825,40.7453,125
-73.9825,40.7740,125
-73.9833,40.7303,125
-73.9833,40.7415,125
-73.9833,40.7502,125
-73.983,40.7561,125
-73.9834,40.7444,125
-73.9835,40.7341,125
-73.9835,40.7423,125
-73.9836,40.7269,125
-73.9839,40.7375,125
-73.9839,40.7553,125
-73.9840,40.754,125
-73.9842,40.7485,125
-73.9843,40.7426,125
-73.9843,40.7432,125
-73.9844,40.7548,125
-73.9846,40.7608,125
-73.9848,40.7203,125
-73.9848,40.7640,125
-73.9849,40.7536,125
-73.9849,40.7683,125
-73.9852,40.7389,125
-73.9853,40.7236,125
-73.9853,40.7418,125
-73.9853,40.7529,125
-73.985,40.7473,125
-73.9855,40.7784,125
-73.9856,40.7781,125
-73.9857,40.7465,125
-73.9857,40.7629,125
-73.9858,40.7407,125
-73.9860,40.7348,125
-73.9860,40.7464,125
-73.9861,40.7406,125
-73.9861,40.7582,125
-73.9862,40.7311,125
-73.9862,40.7673,125
-73.9863,40.7557,125
-73.9866,40.7281,125
-73.9867,40.7558,125
-73.9868,40.7558,125
-73.9869,40.7508,125
-73.9869,40.7558,125
-73.9872,40.7761,125
-73.9873,40.7607,125
-73.9874,40.7687,125
-73.9875,40.7456,125
-73.9875,40.7488,125
-73.9876,40.7439,125
-73.9878,40.7481,125
-73.9883,40.7485,125
-73.9886,40.7452,125
-73.9888,40.7738,125
-73.9889,40.7531,125
-73.9890,40.7528,125
-73.9890,40.758,125
-73.9891,40.7527,125
-73.989,40.7518,125
-73.9895,40.7475,125
-73.9896,40.7232,125
-73.9897,40.7415,125
-73.9898,40.7392,125
-73.9902,40.7409,125
-73.9903,40.7418,125
-73.990,40.7558,125
-73.9906,40.7557,125
-73.9908,40.7340,125
-73.9910,40.7337,125
-73.9910,40.7350,125
-73.9910,40.7455,125
-73.9911,40.7450,125
-73.9912,40.7492,125
-73.991,40.7391,125
-73.991,40.7554,125
-73.9915,40.7650,125
-73.9916,40.7549,125
-73.9919,40.7264,125
-73.9923,40.7488,125
-73.9926,40.7238,125
-73.9929,40.7340,125
-73.9930,40.7519,125
-73.9931,40.7243,125
-73.993,40.7524,125
-73.9937,40.7621,125
-73.9938,40.7208,125
-73.9938,40.7209,125
-73.9938,40.7352,125
-73.9938,40.7412,125
-73.9943,40.7350,125
-73.9944,40.7460,125
-73.9946,40.7277,125
-73.9951,40.7274,125
-73.9953,40.7217,125
-73.9953,40.739,125
-73.9953,40.7395,125
-73.995,40.7692,125
-73.9959,40.7266,125
-73.9960,40.7327,125
-73.9961,40.7329,125
-73.9962,40.7426,125
-73.9963,40.7481,125
-73.9963,40.7635,125
-73.996,40.7532,125
-73.9964,40.7321,125
-73.9967,40.7375,125
-73.9969,40.7222,125
-73.9970,40.7222,125
-73.9973,40.7367,125
-73.9974,40.7225,125
-73.9975,40.7449,125
-73.9977,40.7293,125
-73.9980,40.7252,125
-73.9981,40.7356,125
-73.9983,40.7338,125
-73.9989,40.7438,125
-73.9990,40.734,125
-73.9991,40.7383,125
-73.9992,40.7441,125
-73.9993,40.7300,125
-73.9994,40.7542,125
-73.9996,40.7437,125
-73.9997,40.7332,125
-74.0000,40.7615,125
-74.0005,40.7207,125
-74.0007,40.7272,125
-74.0007,40.7415,125
-74.0008,40.7296,125
-74.0013,40.7555,125
-74.0015,40.735,125
-74.0017,40.7615,125
-74.0021,40.7281,125
-74.0021,40.7387,125
-74.0023,40.7293,125
-74.002,40.7344,125
-74.0026,40.733,125
-74.0033,40.7474,125
-74.0036,40.7434,125
-74.0036,40.7483,125
-74.0039,40.7224,125
-74.0041,40.7476,125
-74.0044,40.7227,125
-74.0045,40.7215,125
-74.0045,40.7346,125
-74.0049,40.7215,125
-74.0049,40.7352,125
-74.0054,40.739,125
-74.0060,40.7349,125
-74.0065,40.7423,125
-74.0077,40.7517,125
-74.0092,40.7199,125
-74.0093,40.7259,125
-74.0093,40.7382,125
-74.0099,40.7208,125
-74.0111,40.7018,125
-74.0145,40.7139,125
-74.0152,40.7156,125
-74.0155,40.7098,125
-73.8621,40.7680,124
-73.9465,40.7724,124
-73.9497,40.7853,124
-73.9504,40.7756,124
-73.9507,40.7710,124
-73.9512,40.7708,124
-73.9519,40.7814,124
-73.9521,40.7691,124
-73.9522,40.7688,124
-73.9524,40.7728,124
-73.9547,40.7697,124
-73.9547,40.7779,124
-73.9548,40.7672,124
-73.9558,40.7764,124
-73.9560,40.7815,124
-73.9560,40.7817,124
-73.9562,40.7634,124
-73.9563,40.7839,124
-73.9568,40.7782,124
-73.9579,40.7790,124
-73.9593,40.7709,124
-73.9595,40.7626,124
-73.9598,40.7710,124
-73.9598,40.7764,124
-73.9602,40.7663,124
-73.9606,40.7754,124
-73.9609,40.7693,124
-73.9611,40.7748,124
-73.9612,40.7607,124
-73.9614,40.7745,124
-73.9614,40.7773,124
-73.9614,40.7795,124
-73.9615,40.7744,124
-73.9615,40.7770,124
-73.9620,40.7705,124
-73.9627,40.7582,124
-73.9628,40.7722,124
-73.9628,40.7941,124
-73.9629,40.7582,124
-73.9629,40.7939,124
-73.9635,40.7617,124
-73.9635,40.7686,124
-73.9635,40.7741,124
-73.9645,40.7647,124
-73.9647,40.7696,124
-73.9652,40.7910,124
-73.9653,40.7593,124
-73.9654,40.7716,124
-73.9655,40.7660,124
-73.9665,40.7615,124
-73.9669,40.7668,124
-73.9673,40.7605,124
-73.9676,40.7603,124
-73.9676,40.8026,124
-73.9677,40.8004,124
-73.9677,40.8018,124
-73.9688,40.7545,124
-73.9694,40.7633,124
-73.9694,40.7895,124
-73.9697,40.7533,124
-73.9701,40.7647,124
-73.9702,40.7941,124
-73.9704,40.7966,124
-73.9707,40.7587,124
-73.9707,40.7934,124
-73.9712,40.7639,124
-73.9715,40.7633,124
-73.9717,40.7626,124
-73.9720,40.7497,124
-73.9720,40.7620,124
-73.9723,40.7864,124
-73.972,40.7621,124
-73.9730,40.7586,124
-73.9731,40.7610,124
-73.9732,40.7527,124
-73.9732,40.7555,124
-73.9733,40.7482,124
-73.9733,40.7607,124
-73.973,40.7552,124
-73.9734,40.7578,124
-73.9735,40.7551,124
-73.9735,40.7795,124
-73.9736,40.7632,124
-73.9739,40.7554,124
-73.9739,40.7789,124
-73.9741,40.7540,124
-73.9741,40.7563,124
-73.9741,40.7632,124
-73.9742,40.7622,124
-73.9742,40.7886,124
-73.974,40.7534,124
-73.9744,40.7559,124
-73.9747,40.7650,124
-73.9748,40.7565,124
-73.9750,40.7902,124
-73.9751,40.7617,124
-73.9751,40.7825,124
-73.9754,40.7496,124
-73.9756,40.751,124
-73.9757,40.7552,124
-73.9758,40.7765,124
-73.9759,40.751,124
-73.9760,40.7600,124
-73.9762,40.7883,124
-73.9768,40.7592,124
-73.9771,40.7586,124
-73.9771,40.7641,124
-73.9771,40.7796,124
-73.9773,40.7454,124
-73.9773,40.7644,124
-73.9774,40.7260,124
-73.9776,40.7842,124
-73.9776,40.7863,124
-73.9778,40.7636,124
-73.9779,40.7535,124
-73.9781,40.7783,124
-73.9782,40.7541,124
-73.9782,40.7648,124
-73.9783,40.7541,124
-73.9784,40.7723,124
-73.9785,40.7857,124
-73.9787,40.7562,124
-73.9787,40.7565,124
-73.9788,40.7460,124
-73.9790,40.7504,124
-73.9791,40.7279,124
-73.9792,40.7623,124
-73.9792,40.7716,124
-73.9793,40.7363,124
-73.9793,40.7495,124
-73.9793,40.7716,124
-73.9793,40.7816,124
-73.9795,40.7498,124
-73.9798,40.7612,124
-73.9800,40.7268,124
-73.9800,40.7755,124
-73.9801,40.7456,124
-73.9802,40.7531,124
-73.9804,40.7599,124
-73.9806,40.7428,124
-73.9806,40.7450,124
-73.9807,40.7707,124
-73.9807,40.7849,124
-73.9808,40.7478,124
-73.9809,40.7448,124
-73.9810,40.7473,124
-73.9811,40.7474,124
-73.9812,40.7503,124
-73.9814,40.7380,124
-73.9816,40.7795,124
-73.9818,40.7663,124
-73.9819,40.7322,124
-73.9819,40.7460,124
-73.9820,40.7736,124
-73.9821,40.7311,124
-73.9821,40.7733,124
-73.9821,40.774,124
-73.9822,40.7696,124
-73.9822,40.7774,124
-73.9823,40.7484,124
-73.982,40.7625,124
-73.982,40.7744,124
-73.9824,40.7234,124
-73.9825,40.7451,124
-73.9829,40.7666,124
-73.9830,40.7664,124
-73.9832,40.7222,124
-73.9832,40.738,124
-73.9832,40.7609,124
-73.9832,40.7660,124
-73.9833,40.7503,124
-73.9833,40.7557,124
-73.983,40.7390,124
-73.9835,40.7284,124
-73.9836,40.7557,124
-73.9837,40.7381,124
-73.9837,40.7557,124
-73.9838,40.7434,124
-73.9838,40.7490,124
-73.9838,40.7654,124
-73.9839,40.7383,124
-73.9839,40.7432,124
-73.9841,40.7334,124
-73.9841,40.7461,124
-73.9843,40.7332,124
-73.9844,40.7458,124
-73.9845,40.7541,124
-73.9847,40.760,124
-73.9851,40.7532,124
-73.9851,40.7584,124
-73.9854,40.7357,124
-73.9854,40.7677,124
-73.9857,40.7400,124
-73.9857,40.7442,124
-73.9858,40.7575,124
-73.9861,40.740,124
-73.9861,40.7557,124
-73.9863,40.7607,124
-73.9866,40.7717,124
-73.9867,40.7716,124
-73.9868,40.7337,124
-73.9868,40.7428,124
-73.9869,40.7710,124
-73.9870,40.7291,124
-73.9872,40.7560,124
-73.9872,40.7561,124
-73.9873,40.7219,124
-73.9873,40.7612,124
-73.9876,40.7762,124
-73.9877,40.7701,124
-73.9880,40.7282,124
-73.9880,40.7630,124
-73.9883,40.7316,124
-73.9884,40.7370,124
-73.9887,40.7638,124
-73.9891,40.7585,124
-73.9894,40.7588,124
-73.9898,40.7343,124
-73.9898,40.7369,124
-73.9898,40.7472,124
-73.9899,40.7329,124
-73.9902,40.7351,124
-73.9902,40.7467,124
-73.9903,40.7315,124
-73.990,40.7370,124
-73.9904,40.7608,124
-73.9906,40.7574,124
-73.9907,40.7457,124
-73.9908,40.7513,124
-73.9909,40.7280,124
-73.9909,40.751,124
-73.991,40.7446,124
-73.9915,40.7600,124
-73.9916,40.7297,124
-73.992,40.7582,124
-73.9924,40.743,124
-73.9926,40.7243,124
-73.9928,40.7567,124
-73.9929,40.7299,124
-73.993,40.7464,124
-73.993,40.7589,124
-73.9934,40.7293,124
-73.9934,40.7294,124
-73.9937,40.7208,124
-73.9939,40.7320,124
-73.9939,40.7463,124
-73.9942,40.7321,124
-73.9943,40.7525,124
-73.9944,40.7246,124
-73.9944,40.7277,124
-73.9944,40.7591,124
-73.9945,40.7592,124
-73.9946,40.7259,124
-73.9946,40.7453,124
-73.9947,40.7233,124
-73.9947,40.7234,124
-73.9949,40.7438,124
-73.9953,40.7649,124
-73.9953,40.7650,124
-73.9954,40.7442,124
-73.9958,40.7499,124
-73.9959,40.7203,124
-73.9960,40.7263,124
-73.9962,40.732,124
-73.9963,40.7599,124
-73.9973,40.7418,124
-73.9979,40.7359,124
-73.9984,40.7249,124
-73.9984,40.7608,124
-73.9985,40.7453,124
-73.9986,40.7453,124
-73.9988,40.7551,124
-73.9991,40.7394,124
-73.9993,40.7543,124
-73.9995,40.7234,124
-73.9997,40.7270,124
-73.9999,40.7378,124
-74.0000,40.7483,124
-74.0002,40.7582,124
-74.0008,40.7308,124
-74.0014,40.7358,124
-74.0015,40.7243,124
-74.0018,40.7193,124
-74.0020,40.7194,124
-74.002,40.7281,124
-74.002,40.7560,124
-74.0024,40.7469,124
-74.0030,40.7330,124
-74.0031,40.7472,124
-74.0032,40.7437,124
-74.003,40.7335,124
-74.0034,40.7284,124
-74.0037,40.7078,124
-74.0044,40.7524,124
-74.0049,40.7467,124
-74.0050,40.7374,124
-74.0051,40.7294,124
-74.0051,40.7359,124
-74.0053,40.7274,124
-74.005,40.7406,124
-74.0054,40.7230,124
-74.0056,40.745,124
-74.0057,40.7410,124
-74.0062,40.7403,124
-74.006,40.7396,124
-74.0066,40.7204,124
-74.0068,40.7195,124
-74.0072,40.7179,124
-74.0073,40.7275,124
-74.0073,40.7418,124
-74.0090,40.7155,124
-74.0099,40.7098,124
-74.0100,40.7205,124
-74.0114,40.7081,124
-74.0133,40.7170,124
-74.0136,40.7155,124
-74.0147,40.7095,124
-74.0149,40.7098,124
-74.0160,40.7175,124
-74.1773,40.6951,124
-73.7771,40.6446,123
-73.782,40.6442,123
-73.7901,40.6436,123
-73.8619,40.7672,123
-73.8722,40.774,123
-73.9370,40.8043,123
-73.9382,40.8047,123
-73.9460,40.7731,123
-73.9482,40.7747,123
-73.9491,40.7818,123
-73.9495,40.7140,123
-73.9517,40.7719,123
-73.9520,40.7733,123
-73.9521,40.7838,123
-73.9529,40.7682,123
-73.9532,40.7717,123
-73.9536,40.7751,123
-73.9536,40.7795,123
-73.9538,40.7709,123
-73.9539,40.7749,123
-73.9540,40.7729,123
-73.9546,40.7791,123
-73.9550,40.7651,123
-73.9551,40.7700,123
-73.9556,40.7726,123
-73.9558,40.7847,123
-73.9560,40.7758,123
-73.9568,40.7775,123
-73.9570,40.7749,123
-73.9571,40.7716,123
-73.9575,40.7824,123
-73.9576,40.7770,123
-73.9578,40.7613,123
-73.9582,40.7653,123
-73.9597,40.7794,123
-73.9613,40.7744,123
-73.9615,40.7793,123
-73.9620,40.779,123
-73.9624,40.7631,123
-73.9626,40.7587,123
-73.9627,40.7584,123
-73.9627,40.7665,123
-73.9631,40.7691,123
-73.9631,40.7993,123
-73.9635,40.7710,123
-73.9637,40.7683,123
-73.9643,40.7703,123
-73.9643,40.7731,123
-73.9654,40.7551,123
-73.9660,40.7539,123
-73.9660,40.7680,123
-73.9661,40.7646,123
-73.9665,40.7673,123
-73.9668,40.8038,123
-73.9669,40.7612,123
-73.9672,40.7606,123
-73.9672,40.7879,123
-73.9675,40.7603,123
-73.9676,40.7877,123
-73.9679,40.7657,123
-73.9680,40.762,123
-73.9681,40.7556,123
-73.9685,40.7646,123
-73.9690,40.7499,123
-73.9691,40.7667,123
-73.9692,40.7539,123
-73.969,40.7626,123
-73.969,40.7636,123
-73.9697,40.7532,123
-73.9697,40.7574,123
-73.9697,40.7948,123
-73.9698,40.7612,123
-73.9701,40.7842,123
-73.9704,40.7640,123
-73.9708,40.7643,123
-73.9710,40.7550,123
-73.9710,40.7557,123
-73.9710,40.7619,123
-73.9710,40.7829,123
-73.9710,40.7834,123
-73.9710,40.7968,123
-73.9711,40.7550,123
-73.9711,40.761,123
-73.9712,40.7928,123
-73.9713,40.7553,123
-73.9716,40.7637,123
-73.9716,40.7660,123
-73.9720,40.7501,123
-73.9721,40.7630,123
-73.9722,40.7621,123
-73.9723,40.7589,123
-73.9725,40.7625,123
-73.9727,40.7933,123
-73.9728,40.7625,123
-73.9728,40.7958,123
-73.9730,40.7528,123
-73.9730,40.7903,123
-73.9731,40.7901,123
-73.9732,40.7526,123
-73.9733,40.7481,123
-73.9733,40.7483,123
-73.9734,40.7847,123
-73.9737,40.7602,123
-73.9738,40.7578,123
-73.9738,40.7634,123
-73.9738,40.7841,123
-73.9738,40.7913,123
-73.9739,40.757,123
-73.9740,40.7890,123
-73.9741,40.7573,123
